neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_capped,log_price_capped,euclid_distance_manhattan
Manhattan,Harlem,1.4514958581502244,0.29615384615399215,Entire home/apt,78,0.5,-0.21739130434782608,,1,-0.19823788546255505,78.0,4.356708826689592,0.04541102289092231
Brooklyn,Bushwick,-0.32066817279389903,0.49743589743584293,Private room,59,-0.25,1.565217391304348,0.13114754098360654,1,1.1277533039647578,59.0,4.07753744390572,0.09736558786346983
Manhattan,West Village,0.09529677551858244,-1.0282051282049687,Entire home/apt,148,-0.5,-0.21739130434782608,,1,-0.19823788546255505,148.0,4.997212273764115,0.07143841893547477
Brooklyn,Clinton Hill,-0.4897651810776729,-0.18739316239310952,Entire home/apt,125,0.75,-0.21739130434782608,,1,-0.19823788546255505,125.0,4.8283137373023015,0.10360816425359928
Brooklyn,Crown Heights,-0.6317518997741205,-0.0012820512818507946,Entire home/apt,155,-0.25,0.8260869565217391,-0.0819672131147541,1,-0.19823788546255505,155.0,5.043425116919247,0.11445655988190312
Brooklyn,Williamsburg,-0.1689600876292497,0.09059829059849563,Private room,61,-0.5,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,61.0,4.110873864173311,0.08154218601435616
Manhattan,Upper West Side,0.9910316971314866,-0.41196581196566145,Private room,100,3.0,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,100.0,4.605170185988092,0.009707651621277054
Queens,Jackson Heights,0.39063462723348324,1.549999999999924,Private room,55,-0.25,1.608695652173913,0.1748633879781421,1,0.32158590308370044,55.0,4.007333185232471,0.09205577982939932
Brooklyn,Bushwick,-0.34462928732804454,0.41752136752146163,Private room,40,2.75,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,40.0,3.6888794541139363,0.09778651543029732
Manhattan,Greenwich Village,0.06722804134997588,-0.9566239316238321,Entire home/apt,196,-0.5,-0.21739130434782608,,3,-0.19823788546255505,196.0,5.278114659230517,0.07153846308106586
Manhattan,Midtown,0.3988498665023081,-0.33931623931611343,Entire home/apt,101,-0.25,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,101.0,4.61512051684126,0.039033895526840105
Manhattan,Harlem,1.3548298760867892,-0.009188034187913183,Private room,50,6.75,3.130434782608696,1.3879781420765027,2,0.6387665198237885,50.0,3.912023005428146,0.03278346076910929
Manhattan,Upper West Side,0.9261313069076438,-0.3596153846153233,Entire home/apt,150,0.0,-0.21739130434782608,,1,-0.19823788546255505,150.0,5.0106352940962555,0.006122646486620081
Manhattan,Hell's Kitchen,0.5682207160950331,-0.7346153846152853,Private room,102,-0.5,1.9130434782608696,0.53551912568306,1,0.3920704845814978,102.0,4.624972813284271,0.03539789965521089
Brooklyn,Bedford-Stuyvesant,-0.3947422468680416,0.1042735042734939,Private room,30,-0.5,-0.21739130434782608,,1,-0.19823788546255505,30.0,3.4011973816621555,0.09789928804644295
Manhattan,Lower East Side,-0.11008420620252557,-0.5348290598290284,Entire home/apt,250,-0.5,-0.21739130434782608,,1,-0.19823788546255505,250.0,5.521460917862246,0.07719975388561903
Manhattan,Gramercy,0.18402135962204663,-0.6173076923074149,Private room,115,0.25,-0.21739130434782608,,3,0.8986784140969163,115.0,4.74493212836325,0.057338440857772184
Manhattan,Upper East Side,0.733894708016675,0.16025641025655235,Entire home/apt,129,0.0,-0.21739130434782608,,1,-0.19823788546255505,129.0,4.859812404361672,0.023104382701122146
Manhattan,Lower East Side,-0.08516464708709988,-0.5933760683757884,Private room,90,0.25,-0.21739130434782608,,1,-0.19823788546255505,90.0,4.499809670330265,0.07598003158725698
Manhattan,Chinatown,-0.11419182583698664,-0.8993589743589228,Entire home/apt,120,0.5,0.43478260869565216,-0.06010928961748633,1,-0.19823788546255505,120.0,4.787491742782046,0.08237141494475522
Manhattan,Hell's Kitchen,0.5413842678167551,-0.7935897435895314,Entire home/apt,150,6.75,-0.08695652173913043,-0.34972677595628415,31,0.7268722466960352,150.0,5.0106352940962555,0.038707922961589994
Manhattan,Upper East Side,0.5741083042376276,-0.06260683760666275,Entire home/apt,146,-0.5,-0.21739130434782608,,1,-0.19823788546255505,146.0,4.983606621708336,0.02703369194172626
Manhattan,Morningside Heights,1.11932635037999,-0.1959401709400973,Private room,70,-0.5,-0.21739130434782608,,1,-0.19823788546255505,70.0,4.248495242049359,0.014014867106042399
Manhattan,SoHo,0.02834257547746037,-0.9294871794869712,Entire home/apt,115,6.25,0.30434782608695654,-0.2240437158469945,1,0.14096916299559473,115.0,4.74493212836325,0.07347276093900748
Manhattan,Upper West Side,1.0798932018894751,-0.24465811965801876,Private room,49,0.5,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,49.0,3.8918202981106265,0.011074750561522925
Manhattan,East Harlem,0.8979256520846103,0.13418803418810296,Entire home/apt,200,0.0,1.0,-0.03825136612021855,1,-0.18502202643171806,200.0,5.298317366548036,0.01713702716341884
Manhattan,Hell's Kitchen,0.5389196960360979,-0.7961538461535367,Entire home/apt,166,6.75,0.08695652173913043,-0.29508196721311475,31,0.6607929515418502,166.0,5.111987788356544,0.038921383582809124
Brooklyn,Williamsburg,-0.17238310399128437,0.22521367521378097,Private room,40,-0.5,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,40.0,3.6888794541139363,0.08317049116122778
Brooklyn,Greenpoint,0.0828369959607723,0.2583333333333207,Private room,137,0.0,1.4782608695652173,0.10382513661202189,13,0.03524229074889868,137.0,4.919980925828125,0.06584354865892227
Brooklyn,Williamsburg,-0.19661805983438094,-0.025641025640963353,Private room,58,0.5,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,58.0,4.060443010546419,0.08272842619075992
Brooklyn,Bedford-Stuyvesant,-0.47333470253992593,-0.006410256410164926,Private room,55,2.75,-0.21739130434782608,,1,-0.19823788546255505,55.0,4.007333185232471,0.10291783227410013
Brooklyn,Bushwick,-0.29739166153217994,0.793162393162349,Private room,35,0.75,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,35.0,3.5553480614894135,0.10151413940924191
Manhattan,Hell's Kitchen,0.5524748408297124,-0.8145299145296667,Entire home/apt,150,6.75,-0.17391304347826086,-0.3770491803278688,31,1.2951541850220265,150.0,5.0106352940962555,0.03880604334379161
Manhattan,Upper East Side,0.8275484356815508,0.12735042735045202,Entire home/apt,150,0.0,-0.21739130434782608,,1,-0.19823788546255505,150.0,5.0106352940962555,0.018230559508683606
Manhattan,Upper West Side,0.7581296638597715,-0.5162393162391553,Entire home/apt,175,-0.25,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,175.0,5.1647859739235145,0.01832771125918863
Brooklyn,Greenpoint,0.0621619771342346,0.24059829059841972,Entire home/apt,189,0.0,0.9130434782608695,-0.06010928961748633,13,0.10572687224669604,189.0,5.241747015059643,0.06698536631234979
Brooklyn,Bedford-Stuyvesant,-0.36037516259336516,0.39829059829066316,Private room,42,1.75,-0.21739130434782608,,1,-0.19823788546255505,42.0,3.7376696182833684,0.0986091380146901
Brooklyn,Crown Heights,-0.7295132470733601,0.12329059829054931,Entire home/apt,175,0.0,3.130434782608696,0.5901639344262295,1,0.039647577092511016,175.0,5.1647859739235145,0.12221620350836954
Manhattan,Battery Park City,-0.07270486752928974,-1.2658119658118971,Private room,150,0.25,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,150.0,5.0106352940962555,0.0877676352649494
Manhattan,Chelsea,0.2501540357362181,-0.8414529914527845,Entire home/apt,425,-0.25,2.347826086956522,0.360655737704918,1,-0.02643171806167401,425.0,6.052089168924417,0.05724658417757914
Brooklyn,Bedford-Stuyvesant,-0.31628671185058416,0.3074786324787282,Private room,110,-0.5,-0.21739130434782608,,1,-0.19823788546255505,110.0,4.700480365792417,0.09432102840830608
Manhattan,East Harlem,1.1464366399671218,0.3446581196581706,Private room,75,0.0,-0.043478260869565216,-0.3442622950819672,1,-0.19823788546255505,75.0,4.31748811353631,0.03120118106738199
Manhattan,Chelsea,0.34736770041755555,-0.8688034188033883,Entire home/apt,170,0.25,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,170.0,5.135798437050262,0.051951948952864285
Manhattan,Inwood,1.9526254535497085,0.5777777777777103,Entire home/apt,120,-0.5,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,120.0,4.787491742782046,0.0837771245627298
Brooklyn,Greenpoint,0.06859724789482867,0.2572649572649093,Private room,65,0.0,-0.13043478260869565,-0.360655737704918,3,-0.19823788546255505,65.0,4.174387269895637,0.06680313316004954
Brooklyn,Greenpoint,0.0833846785787718,0.2596153846154751,Entire home/apt,350,0.0,-0.17391304347826086,-0.36612021857923494,13,0.1277533039647577,350.0,5.857933154483459,0.06582683723223677
Brooklyn,Greenpoint,0.056000547682591634,0.23290598290610035,Entire home/apt,199,0.0,0.9130434782608695,-0.06010928961748633,13,0.1277533039647577,199.0,5.293304824724492,0.06729416765218035
Manhattan,East Harlem,0.9965085233107033,0.2643162393163032,Private room,67,-0.5,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,67.0,4.204692619390966,0.023606948129727648
Brooklyn,Greenpoint,0.05832819880872463,0.23888888888908288,Entire home/apt,189,0.0,0.08695652173913043,-0.2786885245901639,13,0.1277533039647577,189.0,5.241747015059643,0.06722384770303079
Manhattan,East Village,0.043677688779305696,-0.5237179487177317,Private room,80,0.5,-0.21739130434782608,,1,-0.19823788546255505,80.0,4.382026634673881,0.06608688901741579
Queens,Jackson Heights,0.3910453891969585,1.6933760683759402,Private room,50,-0.5,3.4347826086956523,0.7540983606557378,4,1.13215859030837,50.0,3.912023005428146,0.09815370191693347
Manhattan,Midtown,0.4819607037721288,-0.1532051282051584,Entire home/apt,220,-0.5,4.826086956521739,1.185792349726776,1,0.9647577092511013,220.0,5.393627546352362,0.0328115223663883
Manhattan,East Village,0.017252002464503025,-0.6149572649571527,Private room,79,0.0,-0.21739130434782608,,1,-0.19823788546255505,79.0,4.3694478524670215,0.06896925764426251
Queens,Elmhurst,0.3077976312726136,1.5920940170939377,Private room,49,-0.25,-0.17391304347826086,-0.3825136612021858,2,0.16740088105726872,49.0,3.8918202981106265,0.09653063762349755
Manhattan,Harlem,1.2153077291709016,0.27393162393170245,Entire home/apt,226,0.0,2.4347826086956523,1.0109289617486337,2,1.0176211453744493,226.0,5.420534999272286,0.03149832535230311
Brooklyn,Williamsburg,-0.08516464708709988,0.030128205128352088,Private room,79,0.5,-0.08695652173913043,-0.35519125683060104,2,-0.19823788546255505,79.0,4.3694478524670215,0.07502543568684185
Brooklyn,Greenpoint,-0.030122543985788452,0.04145299145308813,Private room,80,0.5,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,80.0,4.382026634673881,0.07115351642750885
Manhattan,Civic Center,-0.13582528924490184,-1.0532051282050066,Private room,169,0.25,-0.21739130434782608,,3,0.19383259911894274,169.0,5.1298987149230735,0.08678665796077513
Brooklyn,Clinton Hill,-0.5352228383652095,-0.13311965811969154,Entire home/apt,100,0.5,0.08695652173913043,-0.3060109289617486,1,-0.19823788546255505,100.0,4.605170185988092,0.10700382469799714
Manhattan,Hell's Kitchen,0.5958786883000671,-0.7878205128202919,Entire home/apt,98,1.0,0.043478260869565216,-0.3169398907103825,1,-0.19823788546255505,98.0,4.584967478670572,0.035704840008049514
Brooklyn,Bedford-Stuyvesant,-0.4573149859656542,0.15726495726506107,Private room,45,-0.25,-0.21739130434782608,,1,-0.19823788546255505,45.0,3.8066624897703196,0.10282029614817965
Queens,Sunnyside,0.20962552200999598,0.5489316239315126,Private room,70,0.25,-0.043478260869565216,-0.33879781420765026,1,-0.0881057268722467,70.0,4.248495242049359,0.06389256686030695
Manhattan,Harlem,1.3768741014581798,0.21645299145305016,Entire home/apt,150,-0.25,-0.13043478260869565,-0.36612021857923494,1,-0.19823788546255505,150.0,5.0106352940962555,0.03880996263847067
Manhattan,Upper East Side,0.6824125419319225,0.11837606837628184,Private room,125,-0.5,8.91304347826087,2.278688524590164,10,0.15859030837004406,125.0,4.8283137373023015,0.024235158344851664
Queens,Sunnyside,0.29246251797076833,0.8764957264957077,Entire home/apt,155,0.25,2.652173913043478,0.44808743169398907,1,1.1541850220264318,155.0,5.043425116919247,0.06953074499816238
Manhattan,Kips Bay,0.2858903265557473,-0.42970085470086605,Entire home/apt,179,6.5,-0.043478260869565216,-0.3333333333333333,1,-0.19823788546255505,179.0,5.187385805840755,0.047871950033398385
Brooklyn,Greenpoint,0.1256931608132247,0.060683760683886555,Private room,60,-0.5,-0.13043478260869565,-0.36612021857923494,1,-0.19823788546255505,60.0,4.0943445622221,0.06018514850027653
Manhattan,Upper East Side,0.5337167111658324,-0.029059829059637006,Private room,90,1.25,-0.21739130434782608,,1,-0.19823788546255505,90.0,4.499809670330265,0.030317785209346963
Brooklyn,Williamsburg,-0.07763401109060412,-0.08739316239295769,Private room,65,-0.5,-0.21739130434782608,,1,-0.19823788546255505,65.0,4.174387269895637,0.0737875633152357
Brooklyn,Greenpoint,0.0627096597521368,0.25128205128223036,Entire home/apt,179,0.0,1.3478260869565217,0.06557377049180327,13,0.03524229074889868,179.0,5.187385805840755,0.06711332580046962
Brooklyn,Williamsburg,-0.1477373861847125,-0.14444444444442758,Private room,50,1.75,-0.08695652173913043,-0.35519125683060104,1,-0.19823788546255505,50.0,3.912023005428146,0.07870917735562696
Brooklyn,Brownsville,-0.8076949407818664,0.6955128205127631,Private room,50,0.0,-0.08695652173913043,-0.35519125683060104,1,1.39647577092511,50.0,3.912023005428146,0.13398583395269376
Brooklyn,Greenpoint,0.07133566098443696,0.2591880341879891,Private room,189,0.0,1.2608695652173914,0.038251366120218615,13,0.1277533039647577,189.0,5.241747015059643,0.06664591285292276
Brooklyn,Bedford-Stuyvesant,-0.3906346272335805,0.09081196581193499,Entire home/apt,67,-0.25,0.30434782608695654,-0.07103825136612021,1,1.2643171806167401,67.0,4.204692619390966,0.0975044824610635
Manhattan,West Village,0.16074484836032754,-1.124999999999886,Entire home/apt,140,-0.25,0.043478260869565216,-0.31147540983606553,1,-0.19823788546255505,140.0,4.941642422609304,0.07002806580222735
Queens,Astoria,0.6157321831998488,0.9963675213675833,Entire home/apt,90,-0.25,-0.21739130434782608,,1,-0.19823788546255505,90.0,4.499809670330265,0.06172518205724068
Manhattan,Harlem,1.4124734716231848,0.2626068376069664,Private room,55,0.0,2.3043478260869565,0.5683060109289617,1,-0.19823788546255505,55.0,4.007333185232471,0.04216533647440366
Brooklyn,Sunset Park,-1.131923050592227,-1.2666666666665654,Private room,80,4.25,-0.21739130434782608,,1,-0.19823788546255505,80.0,4.382026634673881,0.15813375667453336
Brooklyn,Williamsburg,-0.10036283973442102,0.28739316239326135,Entire home/apt,170,-0.5,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,170.0,5.135798437050262,0.07893812830312015
Manhattan,Harlem,1.3753679742589,0.3728632478634428,Private room,90,-0.5,-0.21739130434782608,,1,-0.19823788546255505,90.0,4.499809670330265,0.043101073072486513
Manhattan,East Village,0.04751146710481567,-0.4822649572649472,Entire home/apt,175,-0.5,2.347826086956522,0.39344262295081966,1,1.1541850220264318,175.0,5.1647859739235145,0.06543379937005017
Manhattan,Financial District,-0.1875812966386055,-1.2397435897434477,Entire home/apt,117,-0.25,-0.21739130434782608,,1,-0.19823788546255505,117.0,4.762173934797756,0.09425362857736869
Brooklyn,Clinton Hill,-0.39008694461567833,-0.1792735042733041,Private room,43,-0.5,-0.21739130434782608,,1,-0.19823788546255505,43.0,3.7612001156935624,0.09633793904791861
Brooklyn,Greenpoint,0.07694940781817773,0.2275641025640432,Private room,189,0.0,0.6956521739130435,-0.1256830601092896,13,-0.19823788546255505,189.0,5.241747015059643,0.06576541340248
Brooklyn,Midwood,-1.3759156568768995,-0.11495726495730453,Private room,35,0.0,7.391304347826087,1.8469945355191255,1,0.01762114537444934,35.0,3.5553480614894135,0.1683943734214396
Brooklyn,South Slope,-0.833846785787718,-0.6017094017093368,Entire home/apt,61,-0.25,0.6521739130434783,-0.0819672131147541,1,-0.19823788546255505,61.0,4.110873864173311,0.12989742453182324
Brooklyn,Greenpoint,0.0643527076059407,0.23440170940169416,Entire home/apt,205,0.0,0.0,-0.32786885245901637,13,0.11894273127753303,205.0,5.3230099791384085,0.06673946958134491
Queens,Long Island City,0.36407202026425367,0.3438034188035022,Private room,35,2.75,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,35.0,3.5553480614894135,0.049174718097815234
Manhattan,Harlem,1.3383993975491395,-0.04829059829043544,Private room,39,-0.25,-0.08695652173913043,-0.35519125683060104,2,-0.19823788546255505,39.0,3.6635616461296463,0.03109995819932804
Manhattan,East Village,0.0646265489148918,-0.5282051282051204,Private room,190,-0.5,-0.21739130434782608,,1,-0.19823788546255505,190.0,5.247024072160486,0.06463660031282735
Manhattan,Little Italy,-0.05257753132065424,-0.8867521367520322,Entire home/apt,249,-0.5,-0.21739130434782608,,1,-0.19823788546255505,249.0,5.517452896464707,0.07799474148941603
Manhattan,Chelsea,0.19319504347224897,-0.8049145299142675,Entire home/apt,159,0.0,-0.17391304347826086,-0.3770491803278688,1,-0.19823788546255505,159.0,5.0689042022202315,0.06009663634514324
Manhattan,West Village,0.15691107003491483,-0.9769230769230419,Entire home/apt,125,-0.5,-0.21739130434782608,,1,-0.19823788546255505,125.0,4.8283137373023015,0.06634869780184649
Brooklyn,Bedford-Stuyvesant,-0.4970219757651203,-0.0006410256409253973,Private room,37,1.0,-0.13043478260869565,-0.36612021857923494,1,-0.19823788546255505,37.0,3.6109179126442243,0.10466631167668149
Manhattan,NoHo,0.07941397959873762,-0.7756410256408874,Entire home/apt,299,6.75,-0.17391304347826086,-0.3715846994535519,31,0.5066079295154186,299.0,5.700443573390687,0.06709194064864209
Manhattan,Nolita,0.0017799685082307939,-0.8467948717948416,Entire home/apt,175,0.0,0.30434782608695654,-0.24043715846994532,1,-0.19823788546255505,175.0,5.1647859739235145,0.0736091196795658
Manhattan,Upper West Side,1.0468953241596515,-0.1476495726493582,Private room,42,2.25,-0.21739130434782608,,1,-0.19823788546255505,42.0,3.7376696182833684,0.009438728727958152
Brooklyn,Greenpoint,0.05531594441016524,0.0903846153847526,Entire home/apt,110,0.25,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,110.0,4.700480365792417,0.06550642716558457
Manhattan,Nolita,-0.00958444581367765,-0.8679487179484162,Entire home/apt,179,1.0,-0.21739130434782608,,1,-0.19823788546255505,179.0,5.187385805840755,0.07476361748872233
Brooklyn,Crown Heights,-0.7236256589307655,0.0666666666668691,Entire home/apt,90,-0.5,-0.21739130434782608,,1,-0.19823788546255505,90.0,4.499809670330265,0.12145994319116464
Brooklyn,Williamsburg,-0.1415759567331668,0.22564102564096336,Private room,130,-0.25,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,130.0,4.867534450455582,0.08100245983919299
Brooklyn,Park Slope,-0.7044567673034102,-0.6442307692305327,Entire home/apt,140,-0.25,3.652173913043478,0.7595628415300546,1,-0.15859030837004406,140.0,4.941642422609304,0.12084389310180374
Brooklyn,Boerum Hill,-0.47087013075926876,-0.7115384615383272,Entire home/apt,168,-0.5,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,168.0,5.123963979403259,0.10467660770200884
Brooklyn,Flatbush,-0.9825426165538079,-0.026068376068145736,Entire home/apt,128,0.0,-0.13043478260869565,-0.35519125683060104,1,-0.19823788546255505,128.0,4.852030263919617,0.1399022390814408
Brooklyn,Bedford-Stuyvesant,-0.3940576435956152,0.16217948717963218,Private room,64,0.0,0.043478260869565216,-0.3169398907103825,2,-0.19823788546255505,64.0,4.1588830833596715,0.09831810616565141
Brooklyn,Crown Heights,-0.7056890531937388,0.12564102564111518,Private room,35,2.75,-0.17391304347826086,-0.3770491803278688,2,-0.19823788546255505,35.0,3.5553480614894135,0.12050741761402024
Brooklyn,Bedford-Stuyvesant,-0.39090846854253164,0.1803418803420192,Private room,60,0.0,-0.21739130434782608,,2,-0.19823788546255505,60.0,4.0943445622221,0.09825425894077015
Brooklyn,Crown Heights,-0.6422947901691756,0.007051282051393974,Entire home/apt,200,-0.25,-0.21739130434782608,,1,-0.19823788546255505,200.0,5.298317366548036,0.11525994317194603
Brooklyn,Williamsburg,-0.07749709043617722,0.01239316239314747,Entire home/apt,199,0.0,-0.08695652173913043,-0.34972677595628415,1,-0.19823788546255505,199.0,5.293304824724492,0.07434227935704053
Brooklyn,Williamsburg,-0.12432395426856649,-0.17649572649555587,Entire home/apt,175,0.0,4.3478260869565215,0.9453551912568307,1,0.2599118942731278,175.0,5.1647859739235145,0.07693901805976135
Manhattan,Harlem,1.2676114191826047,0.272649572649548,Private room,95,44.25,-0.21739130434782608,,1,1.3788546255506609,95.0,4.553876891600541,0.034115956677184235
Brooklyn,Bedford-Stuyvesant,-0.5524748408298097,0.16730769230764267,Private room,55,-0.5,0.5652173913043478,-0.1256830601092896,1,0.0881057268722467,55.0,4.007333185232471,0.10974734848733154
Manhattan,Upper West Side,1.0340247826384632,-0.1279914529913774,Entire home/apt,125,1.5,-0.21739130434782608,,1,-0.19823788546255505,125.0,4.8283137373023015,0.009031522573736956
Manhattan,Upper West Side,1.0006161429451643,-0.41388888888874126,Private room,45,-0.5,-0.21739130434782608,,1,-0.19823788546255505,45.0,3.8066624897703196,0.01013228503350078
Manhattan,Upper East Side,0.521941534880546,-0.1463675213675074,Entire home/apt,95,3.25,0.13043478260869565,-0.28415300546448086,1,-0.19823788546255505,95.0,4.553876891600541,0.029949784640291025
Brooklyn,Crown Heights,-0.7123981652632839,0.26602564102564,Entire home/apt,153,0.25,4.3478260869565215,0.9453551912568307,1,-0.15859030837004406,153.0,5.030437921392435,0.12206722778862243
Brooklyn,Bedford-Stuyvesant,-0.49003902238662406,0.0027777777777482564,Private room,39,-0.5,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,39.0,3.6635616461296463,0.10417551391762085
Manhattan,Harlem,1.4224686794003376,0.07115384615395419,Entire home/apt,200,-0.5,-0.21739130434782608,,1,-0.19823788546255505,200.0,5.298317366548036,0.03870615584115791
Manhattan,West Village,0.13938522626136343,-1.0700854700852391,Private room,85,-0.25,-0.13043478260869565,-0.36612021857923494,1,-0.19823788546255505,85.0,4.442651256490317,0.06980233878603442
Manhattan,SoHo,0.053262134592983346,-0.967735042734825,Entire home/apt,315,-0.25,1.0434782608695652,0.3224043715846995,1,0.5814977973568282,315.0,5.752572638825633,0.07268301933739589
Brooklyn,Bedford-Stuyvesant,-0.47443006777582764,0.22051282051295287,Entire home/apt,89,0.5,0.21739130434782608,-0.26775956284153,1,0.08370044052863436,89.0,4.48863636973214,0.10460574458413181
Manhattan,Upper West Side,1.0644211679332027,-0.10470085470067628,Entire home/apt,350,1.0,-0.21739130434782608,,2,-0.19823788546255505,350.0,5.857933154483459,0.011496195022701338
Queens,Jamaica,-0.4584103512015559,3.2314102564098994,Entire home/apt,179,-0.5,4.260869565217392,1.0655737704918031,2,1.2290748898678414,179.0,5.187385805840755,0.19101375238447157
Brooklyn,Bushwick,-0.4551242554940454,0.8679487179487199,Private room,37,-0.5,-0.21739130434782608,,1,-0.19823788546255505,37.0,3.6109179126442243,0.11334854432236911
Brooklyn,Downtown Brooklyn,-0.36393509960982673,-0.6,Private room,75,0.5,-0.21739130434782608,,1,-0.19823788546255505,75.0,4.31748811353631,0.09598477431343229
Manhattan,Upper West Side,0.8656123776271157,-0.4463675213673556,Entire home/apt,150,0.0,0.0,-0.3224043715846994,1,-0.19823788546255505,150.0,5.0106352940962555,0.011171051875277557
Brooklyn,Bedford-Stuyvesant,-0.4685424796331357,0.5309829059828687,Entire home/apt,225,-0.25,2.739130434782609,0.5300546448087431,3,1.0044052863436124,225.0,5.41610040220442,0.1080586655479316
Manhattan,Gramercy,0.15800643527071925,-0.567948717948568,Entire home/apt,140,0.25,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,140.0,4.941642422609304,0.05847474070058221
Brooklyn,Flatbush,-1.265420688710996,-0.19807692307692015,Private room,115,-0.25,0.0,-0.3224043715846994,2,1.3788546255506609,115.0,4.74493212836325,0.16024647016393376
Brooklyn,Bedford-Stuyvesant,-0.42883548983366965,0.17179487179503142,Private room,58,-0.25,-0.13043478260869565,-0.36612021857923494,1,-0.19823788546255505,58.0,4.060443010546419,0.10089748312024234
Brooklyn,Williamsburg,-0.15266652974602687,-0.17393162393155062,Entire home/apt,190,0.25,2.5217391304347827,0.46994535519125685,1,0.933920704845815,190.0,5.247024072160486,0.0790118079782995
Manhattan,Morningside Heights,1.1881974395837698,-0.08034188034186737,Entire home/apt,100,-0.5,-0.17391304347826086,-0.3825136612021858,1,-0.19823788546255505,100.0,4.605170185988092,0.020193664848160767
Brooklyn,Williamsburg,-0.16006024508799843,-0.09252136752127182,Private room,119,-0.25,3.347826086956522,0.73224043715847,1,-0.19823788546255505,119.0,4.77912349311153,0.07976555961064753
Brooklyn,Williamsburg,-0.15567878414468353,-0.1467948717946898,Entire home/apt,139,0.5,-0.21739130434782608,,1,-0.19823788546255505,139.0,4.9344739331306915,0.0792830479989299
Manhattan,Kips Bay,0.22564523858417043,-0.5542735042732662,Private room,140,-0.5,-0.21739130434782608,,1,-0.19823788546255505,140.0,4.941642422609304,0.05355136319460423
Brooklyn,Greenpoint,0.07352639145614305,0.23333333333328274,Entire home/apt,129,0.0,0.4782608695652174,-0.1912568306010929,13,0.1145374449339207,129.0,4.859812404361672,0.06608978287147912
Manhattan,West Village,0.12090093790643452,-1.0521367521365952,Entire home/apt,800,0.0,-0.21739130434782608,,1,-0.19823788546255505,799.0,6.683360945766275,0.07045836359156259
Manhattan,Harlem,1.15300883138224,0.07072649572646815,Private room,110,0.0,3.0869565217391304,0.5792349726775956,3,1.039647577092511,110.0,4.700480365792417,0.02156832167786131
Manhattan,Harlem,1.4301362360512604,0.1510683760683355,Entire home/apt,90,-0.5,-0.13043478260869565,-0.36612021857923494,1,-0.19823788546255505,90.0,4.499809670330265,0.040717137669533415
Brooklyn,Bedford-Stuyvesant,-0.5728760183473963,0.7861111111112588,Private room,61,-0.5,-0.043478260869565216,-0.33879781420765026,1,-0.19823788546255505,61.0,4.110873864173311,0.11950550447573337
Manhattan,East Village,0.1051550626411139,-0.599358974358771,Private room,65,-0.25,-0.043478260869565216,-0.3442622950819672,1,-0.19823788546255505,65.0,4.174387269895637,0.0625898969483146
Manhattan,Harlem,1.3364825083863845,0.004273504273645718,Private room,60,-0.5,9.73913043478261,3.021857923497268,3,1.1674008810572687,60.0,4.0943445622221,0.03172494602043964
Manhattan,Harlem,1.358800575066726,-0.027136752136557165,Private room,60,-0.5,9.304347826086957,2.85792349726776,3,1.0352422907488987,60.0,4.0943445622221,0.032807468661873
Manhattan,Upper East Side,0.5419319504346574,-0.08974358974352356,Entire home/apt,150,-0.25,0.8695652173913043,-0.032786885245901606,1,-0.19823788546255505,150.0,5.0106352940962555,0.028980643540130472
Manhattan,Midtown,0.5108509618675886,-0.3826923076922814,Private room,587,-0.5,-0.08695652173913043,-0.3060109289617486,1,1.4096916299559472,587.0,6.375024819828097,0.03134804778610851
Manhattan,Chelsea,0.2530293694803506,-0.9547008547007522,Entire home/apt,175,0.0,5.695652173913044,1.3442622950819672,1,1.0704845814977975,175.0,5.1647859739235145,0.05990322612348027
Brooklyn,Crown Heights,-0.7026767987951794,-0.07863247863253053,Private room,60,-0.5,-0.21739130434782608,,1,-0.19823788546255505,60.0,4.0943445622221,0.11934722661210097
